Date,SUNPHARMA.NS,DRREDDY.NS,CIPLA.NS,ABBOTINDIA.NS,ZYDUSLIFE.NS,JBCHEPHARM.NS,POLYMED.NS,RELIANCE.NS,NTPC.NS,COALINDIA.NS,ADANIPOWER.NS,BPCL.NS,GSPL.NS,UNOMINDA.NS,ITC.NS,MARICO.NS,BRITANNIA.NS,COLPAL.NS,VBL.NS,BALRAMCHIN.NS,NAVNETEDUL.NS
2020-04-13,437.3200378417969,682.4204711914062,577.3690795898438,16142.62890625,322.494873046875,256.82452392578125,241.913818359375,544.1141967773438,73.30670928955078,97.02775573730469,30.899999618530273,139.36570739746094,195.72047424316406,133.05252075195312,152.47378540039062,281.3738098144531,2563.400390625,1237.2159423828125,52.44728088378906,104.12944030761719,62.436912536621094
2020-04-20,464.5389099121094,695.141357421875,578.6242065429688,15686.0234375,325.5382385253906,264.3114013671875,213.06260681152344,629.91015625,71.69474029541016,89.36336517333984,30.649999618530273,135.63095092773438,179.5092010498047,124.88587188720703,145.94847106933594,286.95159912109375,2771.575439453125,1331.782470703125,56.43001937866211,94.95716857910156,69.23277282714844
2020-04-27,444.3519287109375,683.5927124023438,569.2587890625,16917.62890625,312.978515625,266.89471435546875,225.05917358398438,651.6923828125,72.96129608154297,96.86468505859375,31.649999618530273,143.1972198486328,196.47891235351562,146.92601013183594,147.5696563720703,269.04644775390625,2865.3447265625,1309.7452392578125,58.03350830078125,95.72957611083984,68.90242004394531
2020-05-04,448.7051086425781,691.87646484375,571.4795532226562,16892.822265625,310.3699035644531,308.7060852050781,213.65748596191406,694.2791137695312,66.78203582763672,84.14506530761719,29.899999618530273,125.68456268310547,182.4006805419922,120.23677825927734,128.27740478515625,281.4675598144531,2740.511962890625,1220.34033203125,53.77341079711914,92.3503189086914,66.87310028076172
2020-05-11,429.18792724609375,648.651611328125,550.6246948242188,16811.52734375,320.9490661621094,303.4198913574219,275.3257141113281,654.9080810546875,69.73733520507812,84.53644561767578,32.349998474121094,123.14958953857422,174.48463439941406,134.87278747558594,133.46522521972656,296.7010192871094,2860.394287109375,1213.4288330078125,54.85686111450195,87.7641830444336,66.63713073730469
2020-05-18,449.0877990722656,676.0469970703125,617.2924194335938,15670.7099609375,334.9580383300781,314.42291259765625,256.091552734375,642.410400390625,69.8140869140625,81.6663818359375,33.0,121.98853302001953,179.93582153320312,135.80755615234375,151.05523681640625,296.9354248046875,2898.3271484375,1178.9146728515625,50.50575256347656,90.66068267822266,62.05936813354492
2020-05-25,453.7279052734375,707.0286254882812,625.7888793945312,15956.4765625,332.9291076660156,326.3348693847656,289.8008728027344,657.1517944335938,75.11058807373047,92.168212890625,36.400001525878906,132.67025756835938,187.2356414794922,142.47369384765625,159.9718475341797,322.2932434082031,3092.107177734375,1249.06494140625,54.748512268066406,96.30887603759766,64.41903686523438
2020-06-01,472.86248779296875,698.9793090820312,628.444091796875,16376.4423828125,347.5176696777344,338.5338134765625,287.32220458984375,709.7904052734375,75.1873550415039,94.48382568359375,38.900001525878906,143.04238891601562,200.4606475830078,141.12078857421875,162.1199493408203,305.9817199707031,3172.50146484375,1220.834228515625,54.80485153198242,119.67403411865234,69.65751647949219
2020-06-08,459.32476806640625,696.0357666015625,621.3958129882812,15346.015625,361.6231994628906,331.8602600097656,288.31365966796875,712.9765625,74.38137817382812,87.83049774169922,38.0,144.7065887451172,209.4669189453125,142.1539306640625,157.17527770996094,311.9813537597656,3080.393310546875,1229.9498291015625,54.76585006713867,129.4256134033203,65.78765106201172
2020-06-15,466.97857666015625,695.6275634765625,614.2512817382812,14940.36328125,349.7881164550781,340.30389404296875,294.75811767578125,789.5335693359375,71.3876953125,89.52642822265625,38.0,147.2802734375,214.6336669921875,137.086669921875,149.19085693359375,311.1376647949219,3146.740966796875,1231.992919921875,63.44205093383789,126.09463500976562,74.04649353027344
2020-06-22,459.1813049316406,694.4119873046875,612.9960327148438,15224.6015625,351.5271301269531,324.2778015136719,299.1700134277344,781.5681762695312,74.45813751220703,92.6900405883789,36.75,152.35020446777344,204.34756469726562,139.12835693359375,158.22906494140625,322.855712890625,3163.075927734375,1263.3671875,59.095279693603516,126.77049255371094,75.36791229248047
2020-06-29,456.21539306640625,681.0138549804688,616.7614135742188,14939.4091796875,353.9425048828125,343.7961730957031,304.9205017089844,802.3229370117188,72.53911590576172,88.22186279296875,35.900001525878906,149.1572723388672,210.08314514160156,140.75184631347656,168.23995971679688,336.0736999511719,3238.071533203125,1255.5577392578125,60.50809097290039,127.10840606689453,74.75438690185547
